Sales Person,Geography,Product,Date,Amount,Boxes
Rafaelita Blaksland,Australia,Fruit & Nut Bars,2022-01-12,10808,700
Kelci Walkden,New Zealand,Eclairs,2022-01-12,18494,2660
Ches Bonnell,Canada,70% Dark Bites,2022-01-12,4613,659
Kelci Walkden,Canada,Smooth Sliky Salty,2022-01-12,10276,1260
Dennison Crosswaite,Australia,Manuka Honey Choco,2022-01-12,8722,380
Jan Morforth,Canada,Fruit & Nut Bars,2022-01-12,13293,910
Husein Augar,UK,Orange Choco,2022-01-12,6307,351
Camilla Castle,UK,Peanut Butter Cubes,2022-01-12,4074,240
Mallorie Waber,New Zealand,70% Dark Bites,2022-01-12,3612,516
Dotty Strutley,New Zealand,Eclairs,2022-01-12,8526,1400
Brien Boise,Australia,Almond Choco,2022-01-13,3297,220
Barr Faughny,India,Caramel Stuffed Bars,2022-01-13,2072,130
Beverie Moffet,New Zealand,Baker's Choco Chips,2022-01-13,392,18
Karlen McCaffrey,Canada,White Choc,2022-01-13,5439,419
Roddy Speechley,India,Manuka Honey Choco,2022-01-13,2128,93
Madelene Upcott,USA,Raspberry Choco,2022-01-13,5754,288
Van Tuxwell,USA,70% Dark Bites,2022-01-13,4025,575
Camilla Castle,Australia,Baker's Choco Chips,2022-01-13,1960,86
Gunar Cockshoot,India,Raspberry Choco,2022-01-13,4984,250
Gigi Bohling,Canada,Mint Chip Choco,2022-01-13,11235,840
Jehu Rudeforth,New Zealand,70% Dark Bites,2022-01-13,6181,687
Jan Morforth,Australia,Milk Bars,2022-01-13,11277,664
Ches Bonnell,New Zealand,50% Dark Bites,2022-01-13,12320,493
Marney O'Breen,UK,Baker's Choco Chips,2022-01-13,819,36
Husein Augar,UK,After Nines,2022-01-13,4151,231
Beverie Moffet,Australia,Choco Coated Almonds,2022-01-13,7070,700
Husein Augar,New Zealand,85% Dark Bars,2022-01-13,2485,131
Rafaelita Blaksland,USA,Manuka Honey Choco,2022-01-13,2436,111
Jehu Rudeforth,India,Smooth Sliky Salty,2022-01-13,20146,3360
Dennison Crosswaite,Australia,Smooth Sliky Salty,2022-01-13,5873,980
Beverie Moffet,USA,Manuka Honey Choco,2022-01-13,42,2
Husein Augar,USA,Caramel Stuffed Bars,2022-01-13,4599,271
Barr Faughny,Australia,Peanut Butter Cubes,2022-01-13,4172,232
Roddy Speechley,Canada,Raspberry Choco,2022-01-13,784,40
Dotty Strutley,Australia,Organic Choco Syrup,2022-01-13,882,37
Andria Kimpton,UK,Orange Choco,2022-01-13,6748,375
Brien Boise,Australia,50% Dark Bites,2022-01-13,3073,123
Gunar Cockshoot,Canada,Smooth Sliky Salty,2022-01-13,6174,910
Andria Kimpton,Canada,Organic Choco Syrup,2022-01-13,3360,147
Ches Bonnell,Australia,Fruit & Nut Bars,2022-01-13,5845,390
Andria Kimpton,Australia,Drinking Coco,2022-01-13,7735,287
Camilla Castle,UK,Organic Choco Syrup,2022-01-13,10969,458
Andria Kimpton,New Zealand,Caramel Stuffed Bars,2022-01-13,9562,563
Kaine Padly,USA,Baker's Choco Chips,2022-01-13,6020,262
Gigi Bohling,Australia,Manuka Honey Choco,2022-01-13,9667,421
Beverie Moffet,New Zealand,Peanut Butter Cubes,2022-01-13,4130,218
Brien Boise,Canada,Spicy Special Slims,2022-01-13,10220,1120
Dotty Strutley,New Zealand,50% Dark Bites,2022-01-13,16338,629
Curtice Advani,Canada,70% Dark Bites,2022-01-13,8400,1050
Curtice Advani,New Zealand,Spicy Special Slims,2022-01-13,3668,459
Barr Faughny,UK,Orange Choco,2022-01-13,5047,253
Van Tuxwell,USA,99% Dark & Pure,2022-01-13,4732,216
Roddy Speechley,Australia,Fruit & Nut Bars,2022-01-13,7728,552
Camilla Castle,UK,99% Dark & Pure,2022-01-13,6370,266
Gunar Cockshoot,India,Organic Choco Syrup,2022-01-13,3304,151
Mallorie Waber,UK,Organic Choco Syrup,2022-01-13,2107,96
Husein Augar,Australia,85% Dark Bars,2022-01-13,11536,577
Madelene Upcott,India,White Choc,2022-01-14,10164,910
Oby Sorrel,New Zealand,Peanut Butter Cubes,2022-01-14,9275,516
Kelci Walkden,USA,White Choc,2022-01-14,6314,486
Mallorie Waber,India,Choco Coated Almonds,2022-01-14,1547,155
Gunar Cockshoot,India,Caramel Stuffed Bars,2022-01-14,1778,112
Roddy Speechley,Australia,70% Dark Bites,2022-01-14,5264,585
Camilla Castle,UK,Orange Choco,2022-01-14,2765,139
Camilla Castle,Canada,Almond Choco,2022-01-14,1022,64
Camilla Castle,India,Caramel Stuffed Bars,2022-01-14,7882,464
Ches Bonnell,Australia,Raspberry Choco,2022-01-14,18788,910
Husein Augar,India,Peanut Butter Cubes,2022-01-14,1274,75
Dotty Strutley,Canada,Caramel Stuffed Bars,2022-01-14,4088,241
Marney O'Breen,New Zealand,50% Dark Bites,2022-01-14,4816,179
Karlen McCaffrey,Canada,Raspberry Choco,2022-01-14,651,30
Curtice Advani,Australia,Eclairs,2022-01-14,1414,236
Curtice Advani,India,Fruit & Nut Bars,2022-01-14,700,50
Andria Kimpton,India,Baker's Choco Chips,2022-01-14,1932,81
Madelene Upcott,New Zealand,Mint Chip Choco,2022-01-14,3570,255
Van Tuxwell,New Zealand,99% Dark & Pure,2022-01-14,3122,142
Andria Kimpton,USA,Eclairs,2022-01-14,588,74
Madelene Upcott,UK,Caramel Stuffed Bars,2022-01-14,5236,328
Ches Bonnell,Canada,Manuka Honey Choco,2022-01-14,4221,192
Jan Morforth,UK,99% Dark & Pure,2022-01-14,420,20
Barr Faughny,India,Choco Coated Almonds,2022-01-14,5705,571
Madelene Upcott,Australia,Spicy Special Slims,2022-01-14,14504,1820
Marney O'Breen,Australia,Manuka Honey Choco,2022-01-14,12726,606
Karlen McCaffrey,UK,Eclairs,2022-01-14,2947,369
Brien Boise,UK,Drinking Coco,2022-01-14,12467,462
Wilone O'Kielt,Australia,Choco Coated Almonds,2022-01-14,6923,630
Dotty Strutley,USA,50% Dark Bites,2022-01-14,1547,62
Camilla Castle,New Zealand,50% Dark Bites,2022-01-14,4312,173
Kaine Padly,UK,50% Dark Bites,2022-01-14,7672,296
Gunar Cockshoot,USA,70% Dark Bites,2022-01-14,4690,522
Madelene Upcott,UK,Peanut Butter Cubes,2022-01-14,11361,598
Dennison Crosswaite,USA,70% Dark Bites,2022-01-14,2877,320
Gigi Bohling,USA,Choco Coated Almonds,2022-01-14,4900,446
Madelene Upcott,India,Raspberry Choco,2022-01-14,3955,198
Jehu Rudeforth,UK,50% Dark Bites,2022-01-14,10948,438
Jan Morforth,India,Orange Choco,2022-01-14,6041,336
Dennison Crosswaite,New Zealand,Baker's Choco Chips,2022-01-14,6020,262
Andria Kimpton,UK,Smooth Sliky Salty,2022-01-14,14098,1750
Beverie Moffet,UK,Raspberry Choco,2022-01-14,8715,397
Gunar Cockshoot,New Zealand,Eclairs,2022-01-14,2702,451
Ches Bonnell,Canada,Orange Choco,2022-01-14,10899,574
Camilla Castle,Canada,White Choc,2022-01-14,2597,237
Gunar Cockshoot,UK,Baker's Choco Chips,2022-01-14,8050,336
Marney O'Breen,Canada,Raspberry Choco,2022-01-14,1596,76
Brien Boise,New Zealand,After Nines,2022-01-17,455,29
Oby Sorrel,Canada,Caramel Stuffed Bars,2022-01-17,7980,470
Jan Morforth,UK,Mint Chip Choco,2022-01-17,3199,267
Husein Augar,USA,Fruit & Nut Bars,2022-01-17,3248,203
Jehu Rudeforth,New Zealand,Mint Chip Choco,2022-01-17,6531,545
Ches Bonnell,UK,85% Dark Bars,2022-01-17,6258,313
Rafaelita Blaksland,New Zealand,Baker's Choco Chips,2022-01-17,1092,50
Andria Kimpton,USA,70% Dark Bites,2022-01-17,2415,269
Karlen McCaffrey,USA,Peanut Butter Cubes,2022-01-17,12369,651
Barr Faughny,USA,After Nines,2022-01-17,2667,157
Roddy Speechley,USA,Fruit & Nut Bars,2022-01-17,357,24
Jehu Rudeforth,USA,Baker's Choco Chips,2022-01-17,63,3
Barr Faughny,India,Orange Choco,2022-01-17,9177,510
Beverie Moffet,Australia,White Choc,2022-01-17,11291,910
Ches Bonnell,USA,Caramel Stuffed Bars,2022-01-17,5446,364
Mallorie Waber,India,Spicy Special Slims,2022-01-17,11977,1470
Andria Kimpton,UK,Raspberry Choco,2022-01-17,6209,311
Rafaelita Blaksland,Australia,Manuka Honey Choco,2022-01-17,11249,512
Dennison Crosswaite,Australia,Choco Coated Almonds,2022-01-17,2912,243
Kaine Padly,Australia,Eclairs,2022-01-17,15806,2240
Marney O'Breen,USA,Choco Coated Almonds,2022-01-17,10101,980
Curtice Advani,India,Smooth Sliky Salty,2022-01-17,7651,1120
Dennison Crosswaite,New Zealand,Peanut Butter Cubes,2022-01-17,4046,213
Gunar Cockshoot,India,Milk Bars,2022-01-17,4494,300
Mallorie Waber,Australia,70% Dark Bites,2022-01-17,6069,840
Husein Augar,New Zealand,White Choc,2022-01-17,9751,910
Madelene Upcott,USA,Orange Choco,2022-01-17,4158,208
Van Tuxwell,India,Peanut Butter Cubes,2022-01-17,3003,167
Oby Sorrel,UK,50% Dark Bites,2022-01-17,3612,134
Curtice Advani,USA,Eclairs,2022-01-17,13265,2240
Mallorie Waber,USA,99% Dark & Pure,2022-01-17,2688,123
Dotty Strutley,New Zealand,Raspberry Choco,2022-01-17,7469,340
Van Tuxwell,UK,Orange Choco,2022-01-17,1785,94
Dennison Crosswaite,UK,Almond Choco,2022-01-17,5670,405
Mallorie Waber,India,Almond Choco,2022-01-17,420,27
Oby Sorrel,Australia,White Choc,2022-01-17,7714,700
Van Tuxwell,USA,Smooth Sliky Salty,2022-01-17,3031,433
Rafaelita Blaksland,New Zealand,Manuka Honey Choco,2022-01-17,10654,464
Van Tuxwell,Australia,85% Dark Bars,2022-01-17,3255,163
Roddy Speechley,Australia,Spicy Special Slims,2022-01-17,1001,101
Kelci Walkden,USA,Caramel Stuffed Bars,2022-01-17,9051,604
Wilone O'Kielt,New Zealand,Peanut Butter Cubes,2022-01-17,11172,621
Rafaelita Blaksland,New Zealand,Almond Choco,2022-01-17,1680,120
Andria Kimpton,Australia,Baker's Choco Chips,2022-01-17,6223,271
Mallorie Waber,New Zealand,Peanut Butter Cubes,2022-01-17,1547,82
Gunar Cockshoot,Canada,Manuka Honey Choco,2022-01-17,13013,620
Rafaelita Blaksland,Canada,99% Dark & Pure,2022-01-17,3787,173
Jehu Rudeforth,Canada,Milk Bars,2022-01-17,2870,169
Dotty Strutley,India,Choco Coated Almonds,2022-01-17,4529,412
Brien Boise,Canada,Choco Coated Almonds,2022-01-17,17724,1610
Oby Sorrel,Australia,Drinking Coco,2022-01-17,7679,308
Roddy Speechley,UK,Raspberry Choco,2022-01-17,4669,234
Marney O'Breen,India,99% Dark & Pure,2022-01-17,1666,73
Marney O'Breen,India,Manuka Honey Choco,2022-01-17,679,30
Jan Morforth,New Zealand,50% Dark Bites,2022-01-17,4088,164
Dennison Crosswaite,New Zealand,Eclairs,2022-01-17,6440,910
Van Tuxwell,USA,Almond Choco,2022-01-17,3332,223
Ches Bonnell,India,Drinking Coco,2022-01-17,5467,203
Karlen McCaffrey,USA,Raspberry Choco,2022-01-17,4767,227
Barr Faughny,India,Manuka Honey Choco,2022-01-17,6664,318
Kaine Padly,India,99% Dark & Pure,2022-01-17,12383,539
Mallorie Waber,USA,Fruit & Nut Bars,2022-01-17,7427,531
Barr Faughny,UK,50% Dark Bites,2022-01-17,7105,274
Jan Morforth,India,Caramel Stuffed Bars,2022-01-17,4648,274
Dennison Crosswaite,India,Almond Choco,2022-01-17,3038,190
Husein Augar,New Zealand,Caramel Stuffed Bars,2022-01-17,4592,287
Dennison Crosswaite,India,70% Dark Bites,2022-01-17,3213,459
Gigi Bohling,UK,50% Dark Bites,2022-01-17,4046,150
Ches Bonnell,New Zealand,Choco Coated Almonds,2022-01-17,3479,290
Dennison Crosswaite,UK,Choco Coated Almonds,2022-01-17,8568,840
Dennison Crosswaite,UK,Organic Choco Syrup,2022-01-17,9009,392
Madelene Upcott,USA,Caramel Stuffed Bars,2022-01-17,21,2
Roddy Speechley,Australia,Milk Bars,2022-01-17,19950,1260
Dennison Crosswaite,India,Drinking Coco,2022-01-17,9625,357
Oby Sorrel,USA,50% Dark Bites,2022-01-17,7168,276
Gunar Cockshoot,New Zealand,Almond Choco,2022-01-17,2170,145
Roddy Speechley,USA,Raspberry Choco,2022-01-17,4564,208
Brien Boise,Canada,99% Dark & Pure,2022-01-17,3927,171
Andria Kimpton,India,Almond Choco,2022-01-17,6573,470
Andria Kimpton,New Zealand,Manuka Honey Choco,2022-01-18,476,23
Mallorie Waber,Canada,White Choc,2022-01-18,1715,132
Gigi Bohling,Australia,70% Dark Bites,2022-01-18,13608,1540
Roddy Speechley,New Zealand,Baker's Choco Chips,2022-01-18,1141,52
Barr Faughny,UK,Caramel Stuffed Bars,2022-01-18,2107,124
Beverie Moffet,UK,Smooth Sliky Salty,2022-01-18,5124,840
Jan Morforth,India,Raspberry Choco,2022-01-18,5761,262
Barr Faughny,New Zealand,Almond Choco,2022-01-18,9569,684
Karlen McCaffrey,UK,Fruit & Nut Bars,2022-01-18,1680,105
Barr Faughny,India,Drinking Coco,2022-01-18,1358,51
Roddy Speechley,India,After Nines,2022-01-18,12572,699
Brien Boise,Canada,Orange Choco,2022-01-18,10157,508
Madelene Upcott,UK,Choco Coated Almonds,2022-01-18,11711,1050
Rafaelita Blaksland,India,Milk Bars,2022-01-19,3493,233
Beverie Moffet,Canada,Almond Choco,2022-01-19,1218,82
Van Tuxwell,Australia,Drinking Coco,2022-01-19,532,20
Kelci Walkden,Canada,Mint Chip Choco,2022-01-19,651,51
Curtice Advani,UK,Peanut Butter Cubes,2022-01-19,9121,537
Curtice Advani,Australia,Almond Choco,2022-01-19,3185,213
Barr Faughny,Australia,Baker's Choco Chips,2022-01-19,1841,77
Jehu Rudeforth,USA,Drinking Coco,2022-01-19,11046,410
Roddy Speechley,UK,50% Dark Bites,2022-01-19,11802,454
Karlen McCaffrey,USA,Spicy Special Slims,2022-01-19,3941,395
Madelene Upcott,India,Milk Bars,2022-01-19,1001,59
Marney O'Breen,UK,Milk Bars,2022-01-19,10129,676
Madelene Upcott,UK,Orange Choco,2022-01-19,7210,361
Oby Sorrel,USA,Mint Chip Choco,2022-01-19,2933,210
Kelci Walkden,USA,Orange Choco,2022-01-19,7217,401
Wilone O'Kielt,Australia,Mint Chip Choco,2022-01-19,8813,678
Andria Kimpton,New Zealand,70% Dark Bites,2022-01-19,1729,247
Curtice Advani,UK,70% Dark Bites,2022-01-19,483,61
Gigi Bohling,Australia,Orange Choco,2022-01-19,13398,700
Oby Sorrel,New Zealand,85% Dark Bars,2022-01-19,2044,103
Barr Faughny,New Zealand,Mint Chip Choco,2022-01-19,6797,523
Marney O'Breen,Australia,White Choc,2022-01-19,9016,840
Camilla Castle,Canada,Baker's Choco Chips,2022-01-19,2527,110
Jehu Rudeforth,India,Fruit & Nut Bars,2022-01-19,5544,396
Kaine Padly,UK,Drinking Coco,2022-01-19,658,26
Jehu Rudeforth,New Zealand,Orange Choco,2022-01-19,3059,170
Kaine Padly,UK,Peanut Butter Cubes,2022-01-19,1813,107
Barr Faughny,Canada,99% Dark & Pure,2022-01-19,9856,429
Barr Faughny,Australia,Almond Choco,2022-01-19,10696,700
Kelci Walkden,UK,Almond Choco,2022-01-19,931,63
Curtice Advani,UK,Baker's Choco Chips,2022-01-20,1330,58
Madelene Upcott,Australia,Eclairs,2022-01-20,3878,554
Roddy Speechley,UK,Milk Bars,2022-01-20,1904,119
Van Tuxwell,New Zealand,85% Dark Bars,2022-01-20,1603,90
Brien Boise,UK,Mint Chip Choco,2022-01-20,15638,1330
Dotty Strutley,India,Peanut Butter Cubes,2022-01-20,7595,447
Karlen McCaffrey,India,Milk Bars,2022-01-20,5075,339
Camilla Castle,India,Smooth Sliky Salty,2022-01-20,707,89
Madelene Upcott,Australia,Orange Choco,2022-01-20,4809,241
Dotty Strutley,New Zealand,Fruit & Nut Bars,2022-01-20,5775,361
Husein Augar,New Zealand,Drinking Coco,2022-01-20,4858,180
Barr Faughny,UK,85% Dark Bars,2022-01-20,4753,251
Roddy Speechley,New Zealand,Orange Choco,2022-01-20,3416,171
Oby Sorrel,UK,Smooth Sliky Salty,2022-01-20,3374,563
Andria Kimpton,Australia,Smooth Sliky Salty,2022-01-20,6972,980
Van Tuxwell,UK,85% Dark Bars,2022-01-20,1022,57
Van Tuxwell,New Zealand,Caramel Stuffed Bars,2022-01-20,1519,90
Husein Augar,Australia,Choco Coated Almonds,2022-01-20,11284,1120
Ches Bonnell,USA,Drinking Coco,2022-01-20,12348,494
Dennison Crosswaite,Australia,Mint Chip Choco,2022-01-20,4053,338
Wilone O'Kielt,Canada,70% Dark Bites,2022-01-20,1484,186
Dotty Strutley,USA,After Nines,2022-01-20,1407,83
Mallorie Waber,New Zealand,50% Dark Bites,2022-01-20,8274,319
Mallorie Waber,USA,Raspberry Choco,2022-01-20,10626,532
Van Tuxwell,Canada,Raspberry Choco,2022-01-20,13951,698
Husein Augar,Australia,Smooth Sliky Salty,2022-01-20,4641,663
Jan Morforth,India,70% Dark Bites,2022-01-20,7175,1050
Roddy Speechley,Australia,Drinking Coco,2022-01-21,5747,222
Camilla Castle,USA,Eclairs,2022-01-21,3325,416
Brien Boise,USA,Fruit & Nut Bars,2022-01-21,3752,235
Roddy Speechley,New Zealand,99% Dark & Pure,2022-01-21,3787,165
Kaine Padly,Australia,Orange Choco,2022-01-21,4277,238
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-01-21,3626,158
Andria Kimpton,USA,Fruit & Nut Bars,2022-01-21,5789,362
Kaine Padly,Canada,Drinking Coco,2022-01-21,14217,527
Roddy Speechley,India,Orange Choco,2022-01-21,532,27
Dotty Strutley,Australia,Fruit & Nut Bars,2022-01-21,707,48
Marney O'Breen,India,Almond Choco,2022-01-21,10136,676
Rafaelita Blaksland,UK,85% Dark Bars,2022-01-24,819,41
Gigi Bohling,UK,White Choc,2022-01-24,6216,518
Gigi Bohling,New Zealand,White Choc,2022-01-24,1400,117
Gunar Cockshoot,Canada,White Choc,2022-01-24,2016,168
Ches Bonnell,India,Baker's Choco Chips,2022-01-24,2114,92
Wilone O'Kielt,Australia,Orange Choco,2022-01-24,10087,561
Madelene Upcott,New Zealand,Drinking Coco,2022-01-24,6909,256
Dotty Strutley,Australia,Peanut Butter Cubes,2022-01-24,497,28
Ches Bonnell,UK,Smooth Sliky Salty,2022-01-24,4466,559
Brien Boise,Canada,50% Dark Bites,2022-01-24,2772,111
Mallorie Waber,Canada,Smooth Sliky Salty,2022-01-24,4732,592
Karlen McCaffrey,Canada,Drinking Coco,2022-01-24,791,32
Jehu Rudeforth,USA,White Choc,2022-01-24,20181,1680
Kelci Walkden,India,Caramel Stuffed Bars,2022-01-24,2702,169
Kelci Walkden,USA,Spicy Special Slims,2022-01-24,994,125
Oby Sorrel,India,Caramel Stuffed Bars,2022-01-24,6762,398
Gunar Cockshoot,New Zealand,After Nines,2022-01-24,13874,840
Dotty Strutley,New Zealand,99% Dark & Pure,2022-01-24,4557,190
Rafaelita Blaksland,USA,Peanut Butter Cubes,2022-01-24,9898,550
Husein Augar,New Zealand,70% Dark Bites,2022-01-25,4284,476
Andria Kimpton,Australia,70% Dark Bites,2022-01-25,4473,497
Jehu Rudeforth,India,Caramel Stuffed Bars,2022-01-25,1666,98
Karlen McCaffrey,Australia,After Nines,2022-01-25,7049,441
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,4879,610
Curtice Advani,Canada,After Nines,2022-01-25,301,19
Gigi Bohling,New Zealand,Peanut Butter Cubes,2022-01-25,10801,636
Roddy Speechley,USA,Orange Choco,2022-01-25,1967,99
Dotty Strutley,New Zealand,70% Dark Bites,2022-01-25,4809,535
Gunar Cockshoot,India,Peanut Butter Cubes,2022-01-25,3451,203
Husein Augar,New Zealand,Milk Bars,2022-01-25,4186,247
Dennison Crosswaite,Australia,Drinking Coco,2022-01-25,14,1
Madelene Upcott,Canada,Manuka Honey Choco,2022-01-25,5649,257
Curtice Advani,New Zealand,Caramel Stuffed Bars,2022-01-25,4396,294
Camilla Castle,New Zealand,After Nines,2022-01-25,4669,260
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2022-01-25,9772,611
Karlen McCaffrey,Canada,Milk Bars,2022-01-25,308,19
Brien Boise,New Zealand,50% Dark Bites,2022-01-25,9380,348
Husein Augar,India,Orange Choco,2022-01-25,5999,316
Husein Augar,Australia,Fruit & Nut Bars,2022-01-25,826,56
Kelci Walkden,Canada,Caramel Stuffed Bars,2022-01-25,3255,217
Karlen McCaffrey,India,Almond Choco,2022-01-25,3500,234
Curtice Advani,USA,99% Dark & Pure,2022-01-25,19061,770
Jehu Rudeforth,UK,Spicy Special Slims,2022-01-25,15183,1680
Jan Morforth,UK,White Choc,2022-01-25,4865,375
Beverie Moffet,USA,Spicy Special Slims,2022-01-25,1512,189
Gunar Cockshoot,Australia,50% Dark Bites,2022-01-26,5789,215
Gunar Cockshoot,India,99% Dark & Pure,2022-01-26,2310,97
Rafaelita Blaksland,Canada,Organic Choco Syrup,2022-01-26,13069,595
Kelci Walkden,New Zealand,Spicy Special Slims,2022-01-26,10066,980
Kaine Padly,New Zealand,70% Dark Bites,2022-01-26,1428,159
Dennison Crosswaite,New Zealand,Drinking Coco,2022-01-26,5999,240
Kaine Padly,New Zealand,Spicy Special Slims,2022-01-26,7434,770
Dennison Crosswaite,India,After Nines,2022-01-26,63,4
Beverie Moffet,Canada,Peanut Butter Cubes,2022-01-26,15953,910
Beverie Moffet,New Zealand,Spicy Special Slims,2022-01-26,1918,214
Dennison Crosswaite,New Zealand,Spicy Special Slims,2022-01-26,392,40
Curtice Advani,India,Orange Choco,2022-01-26,16121,910
Camilla Castle,UK,Drinking Coco,2022-01-26,7630,294
Wilone O'Kielt,New Zealand,After Nines,2022-01-26,4319,255
Jan Morforth,Canada,Manuka Honey Choco,2022-01-26,5530,241
Dennison Crosswaite,USA,Smooth Sliky Salty,2022-01-26,1596,266
Mallorie Waber,New Zealand,Fruit & Nut Bars,2022-01-26,1855,116
Ches Bonnell,India,Choco Coated Almonds,2022-01-26,8092,675
Camilla Castle,Australia,Milk Bars,2022-01-26,10094,673
Andria Kimpton,India,Organic Choco Syrup,2022-01-26,3815,159
Karlen McCaffrey,USA,Choco Coated Almonds,2022-01-26,18536,1540
Gunar Cockshoot,USA,Orange Choco,2022-01-26,4319,216
Karlen McCaffrey,Canada,70% Dark Bites,2022-01-26,56,7
Mallorie Waber,USA,Smooth Sliky Salty,2022-01-26,9107,1540
Camilla Castle,UK,Raspberry Choco,2022-01-26,1127,52
Barr Faughny,Australia,50% Dark Bites,2022-01-26,3171,118
Wilone O'Kielt,India,After Nines,2022-01-26,3787,211
Roddy Speechley,New Zealand,Organic Choco Syrup,2022-01-26,3374,141
Jehu Rudeforth,India,Spicy Special Slims,2022-01-26,5222,653
Rafaelita Blaksland,USA,Orange Choco,2022-01-26,11683,650
Beverie Moffet,New Zealand,99% Dark & Pure,2022-01-26,6664,278
Andria Kimpton,Canada,Baker's Choco Chips,2022-01-26,10794,470
Jan Morforth,USA,Spicy Special Slims,2022-01-26,2954,296
Mallorie Waber,India,Fruit & Nut Bars,2022-01-26,1470,105
Husein Augar,India,Eclairs,2022-01-26,5649,840
Van Tuxwell,Canada,Fruit & Nut Bars,2022-01-26,4746,339
Brien Boise,New Zealand,Mint Chip Choco,2022-01-26,1736,124
Curtice Advani,UK,85% Dark Bars,2022-01-26,1225,62
Wilone O'Kielt,UK,Milk Bars,2022-01-26,7805,488
Jehu Rudeforth,UK,Milk Bars,2022-01-26,7889,494
Beverie Moffet,India,Smooth Sliky Salty,2022-01-26,5922,770
Marney O'Breen,USA,Drinking Coco,2022-01-26,4494,167
Kelci Walkden,Australia,Caramel Stuffed Bars,2022-01-26,4396,275
Ches Bonnell,New Zealand,Drinking Coco,2022-01-26,11627,466
Husein Augar,India,50% Dark Bites,2022-01-26,2863,107
Gunar Cockshoot,Australia,Smooth Sliky Salty,2022-01-26,7609,980
Barr Faughny,New Zealand,White Choc,2022-01-26,6104,509
Ches Bonnell,USA,Eclairs,2022-01-26,420,70
Barr Faughny,UK,Organic Choco Syrup,2022-01-26,1575,72
Rafaelita Blaksland,UK,Smooth Sliky Salty,2022-01-26,2639,377
Jan Morforth,Canada,Organic Choco Syrup,2022-01-26,19488,910
Mallorie Waber,New Zealand,Organic Choco Syrup,2022-01-26,14119,589
Jehu Rudeforth,New Zealand,Raspberry Choco,2022-01-26,973,49
Gigi Bohling,UK,Raspberry Choco,2022-01-26,13230,630
Dotty Strutley,USA,Raspberry Choco,2022-01-26,1687,77
Roddy Speechley,USA,50% Dark Bites,2022-01-26,8659,334
Beverie Moffet,UK,Mint Chip Choco,2022-01-26,6951,535
Madelene Upcott,Canada,White Choc,2022-01-26,2142,165
Jan Morforth,UK,Drinking Coco,2022-01-26,11536,444
Andria Kimpton,Canada,Spicy Special Slims,2022-01-27,3178,354
Gigi Bohling,UK,Manuka Honey Choco,2022-01-27,4970,217
Dennison Crosswaite,Canada,Organic Choco Syrup,2022-01-27,4606,210
Gigi Bohling,New Zealand,Smooth Sliky Salty,2022-01-27,6615,840
Curtice Advani,New Zealand,99% Dark & Pure,2022-01-27,3360,140
Beverie Moffet,India,After Nines,2022-01-27,2324,137
Jehu Rudeforth,UK,White Choc,2022-01-27,1771,161
Oby Sorrel,Australia,Mint Chip Choco,2022-01-27,11956,840
Curtice Advani,India,70% Dark Bites,2022-01-27,8239,910
Jehu Rudeforth,UK,Eclairs,2022-01-27,448,64
Ches Bonnell,New Zealand,Eclairs,2022-01-27,546,69
Kaine Padly,Canada,70% Dark Bites,2022-01-27,6867,770
Marney O'Breen,UK,99% Dark & Pure,2022-01-27,6328,288
Mallorie Waber,New Zealand,Choco Coated Almonds,2022-01-27,1330,133
Gunar Cockshoot,Australia,Eclairs,2022-01-27,1778,254
Kelci Walkden,Australia,Organic Choco Syrup,2022-01-27,4963,207
Gigi Bohling,Canada,Baker's Choco Chips,2022-01-27,11900,496
Jan Morforth,UK,Orange Choco,2022-01-27,12600,630
Curtice Advani,USA,Fruit & Nut Bars,2022-01-27,2772,185
Curtice Advani,USA,Organic Choco Syrup,2022-01-27,2940,123
Brien Boise,New Zealand,Organic Choco Syrup,2022-01-27,3311,144
Gigi Bohling,India,Milk Bars,2022-01-27,8015,472
Roddy Speechley,India,Organic Choco Syrup,2022-01-27,6076,265
Mallorie Waber,Australia,50% Dark Bites,2022-01-27,2002,75
Rafaelita Blaksland,USA,99% Dark & Pure,2022-01-27,1267,53
Madelene Upcott,USA,Milk Bars,2022-01-28,20048,1190
Van Tuxwell,Canada,Mint Chip Choco,2022-01-28,686,58
Curtice Advani,USA,Mint Chip Choco,2022-01-28,2212,158
Kelci Walkden,New Zealand,50% Dark Bites,2022-01-28,1533,62
Barr Faughny,UK,After Nines,2022-01-28,1414,84
Curtice Advani,UK,Mint Chip Choco,2022-01-28,42,3
Jehu Rudeforth,UK,After Nines,2022-01-28,12236,770
Kelci Walkden,Australia,85% Dark Bars,2022-01-28,3766,189
Kelci Walkden,Australia,Manuka Honey Choco,2022-01-28,2030,93
Andria Kimpton,India,Eclairs,2022-01-28,651,109
Rafaelita Blaksland,USA,White Choc,2022-01-28,3822,319
Gigi Bohling,UK,Eclairs,2022-01-28,420,53
Wilone O'Kielt,Australia,Peanut Butter Cubes,2022-01-28,3570,199
Dennison Crosswaite,Canada,Manuka Honey Choco,2022-01-28,17962,840
Mallorie Waber,Australia,85% Dark Bars,2022-01-28,5649,314
Curtice Advani,USA,Raspberry Choco,2022-01-28,1344,62
